id_odsp,link_odsp,adv_stats,date,league,season,country,ht,at,fthg,ftag,odd_h,odd_d,odd_a,odd_over,odd_under,odd_bts,odd_bts_n
dvziVSSn/,/soccer/england/premier-league/arsenal-crystal-palace-dvziVSSn/,TRUE,2017-01-01,E0,2017,england,Arsenal,Crystal Palace,2,0,1.41,5.9,10,1.59,2.55,1.88,2.08
pbySWu4i/,/soccer/england/premier-league/watford-tottenham-pbySWu4i/,TRUE,2017-01-01,E0,2017,england,Watford,Tottenham,1,4,6.7,4.4,1.6,1.95,2.12,1.92,2
AcnAL6Uu/,/soccer/england/premier-league/everton-southampton-AcnAL6Uu/,TRUE,2017-01-02,E0,2017,england,Everton,Southampton,3,0,2.48,3.3,3.42,2.25,1.79,1.94,1.95
AyexFMDN/,/soccer/england/premier-league/west-ham-manchester-united-AyexFMDN/,TRUE,2017-01-02,E0,2017,england,West Ham,Manchester Utd,0,2,6.8,4.6,1.58,1.73,2.4,1.8,2.14
lloEKQqn/,/soccer/england/premier-league/manchester-city-burnley-lloEKQqn/,TRUE,2017-01-02,E0,2017,england,Manchester City,Burnley,2,1,1.22,8,20,1.55,2.73,2.2,1.82
OKhQHOT4/,/soccer/england/premier-league/sunderland-liverpool-OKhQHOT4/,TRUE,2017-01-02,E0,2017,england,Sunderland,Liverpool,2,2,11,6.25,1.33,1.58,2.66,2,1.93
rBpIJpah/,/soccer/england/premier-league/middlesbrough-leicester-rBpIJpah/,TRUE,2017-01-02,E0,2017,england,Middlesbrough,Leicester City,0,0,2.82,3.15,3,2.61,1.65,2.05,1.95
WpdYF2bH/,/soccer/england/premier-league/west-brom-hull-city-WpdYF2bH/,TRUE,2017-01-02,E0,2017,england,West Brom,Hull,3,1,2.01,3.35,4.95,2.5,1.63,2.15,1.78
dGubEkNC/,/soccer/england/premier-league/bournemouth-arsenal-dGubEkNC/,TRUE,2017-01-03,E0,2017,england,Bournemouth,Arsenal,3,3,5.8,4.3,1.72,1.69,2.39,1.69,2.33
td3LI4Eb/,/soccer/england/premier-league/stoke-city-watford-td3LI4Eb/,TRUE,2017-01-03,E0,2017,england,Stoke City,Watford,2,0,1.85,3.65,5.2,2.17,1.82,2,1.9
z7v2D9xJ/,/soccer/england/premier-league/crystal-palace-swansea-z7v2D9xJ/,TRUE,2017-01-03,E0,2017,england,Crystal Palace,Swansea,1,2,1.89,3.84,4.85,1.87,2.11,1.75,2.18
2BiUGrqB/,/soccer/england/premier-league/tottenham-chelsea-2BiUGrqB/,TRUE,2017-01-04,E0,2017,england,Tottenham,Chelsea,2,0,2.78,3.21,3.1,2.12,1.86,1.8,2.25
GQTBA3lG/,/soccer/spain/laliga/espanyol-dep-la-coruna-GQTBA3lG/,TRUE,2017-01-06,SP1,2017,spain,Espanyol,Deportivo La Coruna,1,1,2.25,3.25,3.98,2.55,1.63,2.1,1.82
2Bgpc0Qb/,/soccer/italy/serie-a/napoli-sampdoria-2Bgpc0Qb/,TRUE,2017-01-07,I1,2017,italy,Napoli,Sampdoria,2,1,1.28,6.8,13,1.49,3.13,1.75,2.19
bqOo41Rq/,/soccer/spain/laliga/real-sociedad-sevilla-bqOo41Rq/,TRUE,2017-01-07,SP1,2017,spain,Real Sociedad,Sevilla,0,4,2.56,3.55,3.04,1.84,2.14,1.67,2.37
CtRNuaeO/,/soccer/italy/serie-a/empoli-palermo-CtRNuaeO/,TRUE,2017-01-07,I1,2017,italy,Empoli,Palermo,1,0,2.11,3.3,4.76,2.33,1.71,2.05,1.88
dzxK8sJS/,/soccer/spain/laliga/real-madrid-granada-cf-dzxK8sJS/,TRUE,2017-01-07,SP1,2017,spain,Real Madrid,Granada,5,0,1.07,17,44,1.19,5.6,2.15,1.85
QyyaD54c/,/soccer/spain/laliga/eibar-atl-madrid-QyyaD54c/,TRUE,2017-01-07,SP1,2017,spain,Eibar,Atletico Madrid,0,2,5.87,3.78,1.78,2.35,1.75,2.21,1.73
rDV3CPJ3/,/soccer/spain/laliga/ud-las-palmas-gijon-rDV3CPJ3/,TRUE,2017-01-07,SP1,2017,spain,Las Palmas,Sporting Gijon,1,0,1.85,4.2,6.55,1.96,2.01,1.95,1.93
AycheveB/,/soccer/italy/serie-a/genoa-as-roma-AycheveB/,TRUE,2017-01-08,I1,2017,italy,Genoa,AS Roma,0,1,4.1,3.69,2.1,1.9,2.14,1.7,2.26
h0ncfbAH/,/soccer/italy/serie-a/sassuolo-torino-h0ncfbAH/,TRUE,2017-01-08,I1,2017,italy,Sassuolo,Torino,0,0,3.06,3.5,2.53,1.75,2.31,1.59,2.54
jXPRvJAU/,/soccer/italy/serie-a/ac-milan-cagliari-jXPRvJAU/,TRUE,2017-01-08,I1,2017,italy,AC Milan,Cagliari,1,0,1.41,5.4,9.85,1.63,2.48,1.86,2.03
M3U7BqZ9/,/soccer/spain/laliga/villarreal-barcelona-M3U7BqZ9/,TRUE,2017-01-08,SP1,2017,spain,Villarreal,Barcelona,1,1,6.8,4.88,1.53,1.66,2.63,1.74,2.34
noxeEoki/,/soccer/spain/laliga/betis-leganes-noxeEoki/,TRUE,2017-01-08,SP1,2017,spain,Real Betis,Leganes,2,0,2.31,3.47,4,2.78,1.56,2.24,1.71
OKftbtBh/,/soccer/italy/serie-a/juventus-bologna-OKftbtBh/,TRUE,2017-01-08,I1,2017,italy,Juventus,Bologna,3,0,1.26,6.71,17.5,1.66,2.46,2.25,1.72
Sh1Xa2tt/,/soccer/italy/serie-a/udinese-inter-Sh1Xa2tt/,TRUE,2017-01-08,I1,2017,italy,Udinese,Internazionale,1,2,4.25,3.58,2.1,1.98,2.02,1.77,2.2
SISk3Ltj/,/soccer/spain/laliga/celta-vigo-malaga-SISk3Ltj/,TRUE,2017-01-08,SP1,2017,spain,Celta Vigo,Malaga,3,1,2,3.65,4.4,2,1.95,1.8,2.13
WpbldKu5/,/soccer/italy/serie-a/lazio-crotone-WpbldKu5/,TRUE,2017-01-08,I1,2017,italy,Lazio,Crotone,1,0,1.32,6.1,14,1.72,2.35,2.15,1.82
WU9QtutI/,/soccer/italy/serie-a/chievo-atalanta-WU9QtutI/,TRUE,2017-01-08,I1,2017,italy,Chievo Verona,Atalanta,1,4,3.44,3.26,2.54,2.44,1.68,2,1.89
YslDk2Cj/,/soccer/spain/laliga/ath-bilbao-alaves-YslDk2Cj/,TRUE,2017-01-08,SP1,2017,spain,Athletic Bilbao,Alaves,0,0,1.63,4.14,7.4,2.21,1.81,2.16,1.76
EBnF9N3M/,/soccer/spain/laliga/osasuna-valencia-EBnF9N3M/,TRUE,2017-01-09,SP1,2017,spain,Osasuna,Valencia,3,3,4.26,3.8,2.18,1.89,2.13,1.75,2.24
df0pP2ff/,/soccer/france/ligue-1/lille-st-etienne-df0pP2ff/,TRUE,2017-01-13,F1,2017,france,Lille,St Etienne,1,1,2.15,3.2,4.4,2.65,1.6,2.3,1.74
0ClYk9ak/,/soccer/italy/serie-a/inter-chievo-0ClYk9ak/,TRUE,2017-01-14,I1,2017,italy,Internazionale,Chievo Verona,3,1,1.49,4.65,9.1,1.92,2.12,2.06,1.83
0nc1LKgJ/,/soccer/france/ligue-1/toulouse-nantes-0nc1LKgJ/,TRUE,2017-01-14,F1,2017,france,Toulouse,Nantes,0,1,2.27,3.11,4.15,2.65,1.58,2.2,1.78
2iypp4WJ/,/soccer/france/ligue-1/angers-bordeaux-2iypp4WJ/,TRUE,2017-01-14,F1,2017,france,Angers,Bordeaux,1,1,3.06,3.11,2.85,2.61,1.63,2.1,1.85
4OZFLFej/,/soccer/england/premier-league/watford-middlesbrough-4OZFLFej/,TRUE,2017-01-14,E0,2017,england,Watford,Middlesbrough,0,0,2.45,3.37,3.62,2.77,1.54,2.2,1.7
8E5xROYd/,/soccer/spain/laliga/leganes-ath-bilbao-8E5xROYd/,TRUE,2017-01-14,SP1,2017,spain,Leganes,Athletic Bilbao,0,0,3.76,3.25,2.38,2.55,1.63,2.1,1.81
EVfkOM90/,/soccer/france/ligue-1/montpellier-dijon-EVfkOM90/,TRUE,2017-01-14,F1,2017,france,Montpellier,Dijon FCO,1,1,1.85,3.85,5.1,1.88,2.15,1.83,2.22
fV7lOMIF/,/soccer/spain/laliga/barcelona-ud-las-palmas-fV7lOMIF/,TRUE,2017-01-14,SP1,2017,spain,Barcelona,Las Palmas,5,0,1.13,12,26,1.23,4.75,1.92,1.97
h0psEtTT/,/soccer/england/premier-league/swansea-arsenal-h0psEtTT/,TRUE,2017-01-14,E0,2017,england,Swansea,Arsenal,0,4,7.4,5.25,1.53,1.61,2.58,1.71,2.26
I31tQrul/,/soccer/france/ligue-1/lorient-guingamp-I31tQrul/,TRUE,2017-01-14,F1,2017,france,Lorient,Guingamp,3,1,2.49,3.36,3.25,2.01,1.95,1.75,2.19
MH9tQrl3/,/soccer/spain/laliga/atl-madrid-betis-MH9tQrl3/,TRUE,2017-01-14,SP1,2017,spain,Atletico Madrid,Real Betis,1,0,1.27,6.5,17.5,1.83,2.17,2.6,1.54
OlzWVaJc/,/soccer/england/premier-league/burnley-southampton-OlzWVaJc/,TRUE,2017-01-14,E0,2017,england,Burnley,Southampton,1,0,4.75,3.5,2.14,2.39,1.69,2.1,1.83
OpzTBjM8/,/soccer/italy/serie-a/crotone-bologna-OpzTBjM8/,TRUE,2017-01-14,I1,2017,italy,Crotone,Bologna,0,1,3.2,3.16,2.73,2.54,1.64,2.05,1.84
Ot2xROPs/,/soccer/france/ligue-1/nancy-bastia-Ot2xROPs/,TRUE,2017-01-14,F1,2017,france,AS Nancy Lorraine,Bastia,1,0,2.05,3.2,4.85,2.71,1.58,2.23,1.72
rFYJKZAd/,/soccer/england/premier-league/west-ham-crystal-palace-rFYJKZAd/,TRUE,2017-01-14,E0,2017,england,West Ham,Crystal Palace,3,0,2.45,3.35,3.35,2.13,1.92,1.8,2.16
rijXTwlA/,/soccer/england/premier-league/hull-city-bournemouth-rijXTwlA/,TRUE,2017-01-14,E0,2017,england,Hull,Bournemouth,3,1,3.1,3.5,2.54,1.95,2.03,1.75,2.13
trzlqOoQ/,/soccer/france/ligue-1/rennes-paris-sg-trzlqOoQ/,TRUE,2017-01-14,F1,2017,france,Stade Rennes,Paris Saint-Germain,0,1,9.4,5.11,1.45,1.95,2.11,2.12,1.78
xEkyTc3G/,/soccer/england/premier-league/leicester-chelsea-xEkyTc3G/,TRUE,2017-01-14,E0,2017,england,Leicester City,Chelsea,0,3,5.1,3.7,1.85,2.1,1.89,1.95,1.95
YuqpRyYS/,/soccer/england/premier-league/sunderland-stoke-city-YuqpRyYS/,TRUE,2017-01-14,E0,2017,england,Sunderland,Stoke City,1,3,3.5,3.55,2.3,2,1.98,1.78,2.13
zkVBMetp/,/soccer/england/premier-league/tottenham-west-brom-zkVBMetp/,TRUE,2017-01-14,E0,2017,england,Tottenham,West Brom,4,0,1.36,5.5,11.5,1.85,2.16,2.3,1.74
zsPoNtYL/,/soccer/spain/laliga/dep-la-coruna-villarreal-zsPoNtYL/,TRUE,2017-01-14,SP1,2017,spain,Deportivo La Coruna,Villarreal,0,0,2.97,3.3,2.82,2.43,1.73,2,2
40iTUJY3/,/soccer/england/premier-league/everton-manchester-city-40iTUJY3/,TRUE,2017-01-15,E0,2017,england,Everton,Manchester City,4,0,4.8,3.93,1.84,1.83,2.16,1.74,2.27
69Rg2udd/,/soccer/spain/laliga/celta-vigo-alaves-69Rg2udd/,TRUE,2017-01-15,SP1,2017,spain,Celta Vigo,Alaves,1,0,1.86,3.64,5.2,2.2,1.83,2,1.92
8xhtlmU1/,/soccer/italy/serie-a/sassuolo-palermo-8xhtlmU1/,TRUE,2017-01-15,I1,2017,italy,Sassuolo,Palermo,4,1,1.83,3.85,5.55,2.07,1.9,1.95,1.97
AsWOCW62/,/soccer/italy/serie-a/napoli-pescara-AsWOCW62/,TRUE,2017-01-15,I1,2017,italy,Napoli,US Pescara,3,1,1.16,9.6,23,1.33,3.95,2.02,1.89
CQMFvrfs/,/soccer/france/ligue-1/caen-lyon-CQMFvrfs/,TRUE,2017-01-15,F1,2017,france,Caen,Lyon,3,2,4.95,4.22,1.78,1.72,2.37,1.7,2.27
EXNkM0mS/,/soccer/spain/laliga/valencia-espanyol-EXNkM0mS/,TRUE,2017-01-15,SP1,2017,spain,Valencia,Espanyol,2,1,1.9,3.75,4.75,2.03,1.99,1.87,2.08
Gv9pP239/,/soccer/spain/laliga/gijon-eibar-Gv9pP239/,TRUE,2017-01-15,SP1,2017,spain,Sporting Gijon,Eibar,2,3,3.02,3.35,2.62,2.1,1.88,1.83,2.06
hMggNtP6/,/soccer/france/ligue-1/nice-metz-hMggNtP6/,TRUE,2017-01-15,F1,2017,france,Nice,Metz,0,0,1.56,4.31,8.1,1.92,2.05,2,1.94
IgfbdBML/,/soccer/italy/serie-a/udinese-as-roma-IgfbdBML/,TRUE,2017-01-15,I1,2017,italy,Udinese,AS Roma,0,1,4.8,3.84,1.9,1.81,2.21,1.71,2.28
jHguSHIM/,/soccer/england/premier-league/manchester-united-liverpool-jHguSHIM/,TRUE,2017-01-15,E0,2017,england,Manchester Utd,Liverpool,1,1,2.04,3.5,4.5,2.13,1.92,1.91,2.08
MLkUjkpq/,/soccer/italy/serie-a/fiorentina-juventus-MLkUjkpq/,TRUE,2017-01-15,I1,2017,italy,Fiorentina,Juventus,2,1,5.8,3.68,1.82,2.15,1.89,2,1.98
nqgcM0vD/,/soccer/france/ligue-1/marseille-monaco-nqgcM0vD/,TRUE,2017-01-15,F1,2017,france,Marseille,AS Monaco,1,4,2.91,3.46,2.7,1.9,2.08,1.69,2.38
OWffci7F/,/soccer/italy/serie-a/cagliari-genoa-OWffci7F/,TRUE,2017-01-15,I1,2017,italy,Cagliari,Genoa,4,1,3.1,3.45,2.62,1.9,2.12,1.69,2.35
pGELGvBk/,/soccer/spain/laliga/sevilla-real-madrid-pGELGvBk/,TRUE,2017-01-15,SP1,2017,spain,Sevilla,Real Madrid,2,1,3.5,3.95,2.15,1.56,2.7,1.5,3.02
ptdjbXi9/,/soccer/italy/serie-a/sampdoria-empoli-ptdjbXi9/,TRUE,2017-01-15,I1,2017,italy,Sampdoria,Empoli,0,0,1.85,3.75,5.3,2.13,1.91,2,1.95
UogxkTEe/,/soccer/italy/serie-a/lazio-atalanta-UogxkTEe/,TRUE,2017-01-15,I1,2017,italy,Lazio,Atalanta,2,1,2.15,3.4,4.3,2.1,1.9,1.83,2.13
WCAHHKeq/,/soccer/spain/laliga/granada-cf-osasuna-WCAHHKeq/,TRUE,2017-01-15,SP1,2017,spain,Granada,Osasuna,1,1,2.07,3.6,4.15,2.1,1.86,1.9,2
GvD1eVyS/,/soccer/italy/serie-a/torino-ac-milan-GvD1eVyS/,TRUE,2017-01-16,I1,2017,italy,Torino,AC Milan,2,2,2.65,3.32,3.08,2.01,2.03,1.74,2.31
Sv4QFbQe/,/soccer/spain/laliga/malaga-real-sociedad-Sv4QFbQe/,TRUE,2017-01-16,SP1,2017,spain,Malaga,Real Sociedad,0,2,2.32,3.49,3.4,2,2.01,1.77,2.27
G0dg6llF/,/soccer/france/ligue-1/nantes-caen-G0dg6llF/,TRUE,2017-01-18,F1,2017,france,Nantes,Caen,1,0,2.33,3.3,3.9,2.4,1.69,2,1.9
SzlPz02L/,/soccer/spain/laliga/ud-las-palmas-dep-la-coruna-SzlPz02L/,TRUE,2017-01-20,SP1,2017,spain,Las Palmas,Deportivo La Coruna,1,1,2.44,3.4,3.36,2.14,1.91,1.83,2.1
t6EWz0g6/,/soccer/france/ligue-1/bastia-nice-t6EWz0g6/,TRUE,2017-01-20,F1,2017,france,Bastia,Nice,1,1,3.4,3.18,2.57,2.82,1.56,2.2,1.78
vmoVyE43/,/soccer/germany/bundesliga/freiburg-bayern-munich-vmoVyE43/,TRUE,2017-01-20,D1,2017,germany,SC Freiburg,Bayern Munich,1,2,15,7.02,1.25,1.53,2.8,2.1,1.84
6V2UEIu2/,/soccer/spain/laliga/alaves-leganes-6V2UEIu2/,TRUE,2017-01-21,SP1,2017,spain,Alaves,Leganes,2,2,2.39,3.1,3.85,3.4,1.44,2.6,1.58
CpNMve2S/,/soccer/england/premier-league/middlesbrough-west-ham-CpNMve2S/,TRUE,2017-01-21,E0,2017,england,Middlesbrough,West Ham,1,3,2.62,3.2,3.3,2.45,1.67,2,1.89
CtgqEACd/,/soccer/germany/bundesliga/werder-bremen-dortmund-CtgqEACd/,TRUE,2017-01-21,D1,2017,germany,Werder Bremen,Borussia Dortmund,1,2,5.5,4.6,1.67,1.52,2.84,1.54,2.63
d8iCLhKM/,/soccer/germany/bundesliga/schalke-ingolstadt-d8iCLhKM/,TRUE,2017-01-21,D1,2017,germany,Schalke 04,FC Ingolstadt 04,1,0,1.92,3.52,5.16,2.28,1.81,2,1.89
EcV8HBho/,/soccer/france/ligue-1/nantes-paris-sg-EcV8HBho/,TRUE,2017-01-21,F1,2017,france,Nantes,Paris Saint-Germain,0,2,10.5,5.05,1.43,1.9,2.09,2.2,1.79
GITDtHXF/,/soccer/england/premier-league/crystal-palace-everton-GITDtHXF/,TRUE,2017-01-21,E0,2017,england,Crystal Palace,Everton,0,1,3.2,3.4,2.58,2.2,1.83,1.87,2.06
hvwrGWsp/,/soccer/germany/bundesliga/wolfsburg-hamburger-hvwrGWsp/,TRUE,2017-01-21,D1,2017,germany,VfL Wolfsburg,Hamburg SV,1,0,2.09,3.54,4.12,2.05,1.96,1.83,2.09
KdDzzK8C/,/soccer/france/ligue-1/dijon-lille-KdDzzK8C/,TRUE,2017-01-21,F1,2017,france,Dijon FCO,Lille,0,0,3.25,3.15,2.65,2.57,1.62,2.06,1.84
KYS3THfe/,/soccer/spain/laliga/real-madrid-malaga-KYS3THfe/,TRUE,2017-01-21,SP1,2017,spain,Real Madrid,Malaga,2,1,1.15,11,23.5,1.26,4.45,1.89,1.99
MaCavZab/,/soccer/france/ligue-1/metz-montpellier-MaCavZab/,TRUE,2017-01-21,F1,2017,france,Metz,Montpellier,2,0,3.05,3.35,3.16,2.1,1.9,1.79,2.12
MBzzyYJ9/,/soccer/germany/bundesliga/rb-leipzig-eintracht-frankfurt-MBzzyYJ9/,TRUE,2017-01-21,D1,2017,germany,RB Leipzig,Eintracht Frankfurt,3,0,1.73,3.8,6.34,2.31,1.76,2.2,1.76
McmTZJHR/,/soccer/spain/laliga/villarreal-valencia-McmTZJHR/,TRUE,2017-01-21,SP1,2017,spain,Villarreal,Valencia,0,2,2.16,3.46,4.08,2.1,1.92,1.86,2.03
nqu82nqe/,/soccer/italy/serie-a/chievo-fiorentina-nqu82nqe/,TRUE,2017-01-21,I1,2017,italy,Chievo Verona,Fiorentina,0,3,3.9,3.38,2.2,2.4,1.71,2.01,1.88
O6ZfVwQr/,/soccer/spain/laliga/espanyol-granada-cf-O6ZfVwQr/,TRUE,2017-01-21,SP1,2017,spain,Espanyol,Granada,3,1,1.64,4,6.8,2.3,1.8,2.25,1.76
pKC2qJmc/,/soccer/england/premier-league/bournemouth-watford-pKC2qJmc/,TRUE,2017-01-21,E0,2017,england,Bournemouth,Watford,2,2,1.93,3.7,4.6,1.98,1.98,1.85,2.08
Qi3cYhud/,/soccer/england/premier-league/west-brom-sunderland-Qi3cYhud/,TRUE,2017-01-21,E0,2017,england,West Brom,Sunderland,2,0,1.73,4,6,2.05,1.9,2,1.91
QqsRxfkc/,/soccer/germany/bundesliga/darmstadt-b-monchengladbach-QqsRxfkc/,TRUE,2017-01-21,D1,2017,germany,SV Darmstadt 98,Borussia Monchengladbach,0,0,4.05,3.55,2.14,2.25,1.81,2,1.94
rTDhZYPk/,/soccer/england/premier-league/stoke-city-manchester-united-rTDhZYPk/,TRUE,2017-01-21,E0,2017,england,Stoke City,Manchester Utd,1,1,6.4,4.42,1.64,1.97,2,1.95,1.95
ULy990yo/,/soccer/england/premier-league/liverpool-swansea-ULy990yo/,TRUE,2017-01-21,E0,2017,england,Liverpool,Swansea,2,3,1.27,7.1,14.5,1.51,2.73,2,1.97
vyNfuFph/,/soccer/france/ligue-1/guingamp-rennes-vyNfuFph/,TRUE,2017-01-21,F1,2017,france,Guingamp,Stade Rennes,1,1,2.16,3.26,4.16,2.48,1.65,2.05,1.81
YgOIuymM/,/soccer/england/premier-league/manchester-city-tottenham-YgOIuymM/,TRUE,2017-01-21,E0,2017,england,Manchester City,Tottenham,2,2,2.18,3.6,3.7,1.83,2.21,1.7,2.26
YkfuFjcj/,/soccer/germany/bundesliga/augsburg-hoffenheim-YkfuFjcj/,TRUE,2017-01-21,D1,2017,germany,FC Augsburg,TSG Hoffenheim,0,2,2.98,3.3,2.75,2.36,1.75,1.95,1.97
YuBOxMOg/,/soccer/france/ligue-1/bordeaux-toulouse-YuBOxMOg/,TRUE,2017-01-21,F1,2017,france,Bordeaux,Toulouse,1,0,2.1,3.35,4.41,2.61,1.6,2.22,1.73
Yuy43STl/,/soccer/italy/serie-a/ac-milan-napoli-Yuy43STl/,TRUE,2017-01-21,I1,2017,italy,AC Milan,Napoli,1,2,3.53,3.75,2.22,1.79,2.22,1.67,2.38
8bTG0QD7/,/soccer/italy/serie-a/as-roma-cagliari-8bTG0QD7/,TRUE,2017-01-22,I1,2017,italy,AS Roma,Cagliari,1,0,1.26,7.3,14,1.37,3.5,1.8,2.19
dbYzAUjL/,/soccer/italy/serie-a/juventus-lazio-dbYzAUjL/,TRUE,2017-01-22,I1,2017,italy,Juventus,Lazio,2,0,1.6,4.13,8,1.99,1.99,2,1.94
dEMbP9j8/,/soccer/italy/serie-a/pescara-sassuolo-dEMbP9j8/,TRUE,2017-01-22,I1,2017,italy,US Pescara,Sassuolo,1,3,3.2,3.5,2.51,2.02,1.99,1.77,2.19
EeS7SyA1/,/soccer/spain/laliga/real-sociedad-celta-vigo-EeS7SyA1/,TRUE,2017-01-22,SP1,2017,spain,Real Sociedad,Celta Vigo,1,0,1.72,4.1,5.95,2,2.03,1.95,2.04
fodCw2I2/,/soccer/spain/laliga/ath-bilbao-atl-madrid-fodCw2I2/,TRUE,2017-01-22,SP1,2017,spain,Athletic Bilbao,Atletico Madrid,2,2,4.05,3.28,2.23,2.74,1.58,2.25,1.7
G0pLytmF/,/soccer/spain/laliga/eibar-barcelona-G0pLytmF/,TRUE,2017-01-22,SP1,2017,spain,Eibar,Barcelona,0,4,12,6.5,1.33,1.47,2.96,1.8,2.11
I7ZWAAyF/,/soccer/italy/serie-a/bologna-torino-I7ZWAAyF/,TRUE,2017-01-22,I1,2017,italy,Bologna,Torino,2,0,3.06,3.25,2.75,2.28,1.79,1.95,2
jHLJw29m/,/soccer/france/ligue-1/st-etienne-angers-jHLJw29m/,TRUE,2017-01-22,F1,2017,france,St Etienne,Angers,2,1,1.91,3.35,5.4,2.79,1.54,2.4,1.63
jVjGKCZS/,/soccer/germany/bundesliga/mainz-koln-jVjGKCZS/,TRUE,2017-01-22,D1,2017,germany,Mainz,FC Cologne,0,0,2.6,3.26,3.16,2.26,1.77,1.91,1.98
nqFSytv0/,/soccer/france/ligue-1/lyon-marseille-nqFSytv0/,TRUE,2017-01-22,F1,2017,france,Lyon,Marseille,3,1,1.75,3.96,5.4,1.67,2.41,1.63,2.44
r5m8MY4G/,/soccer/germany/bundesliga/bayer-leverkusen-hertha-berlin-r5m8MY4G/,TRUE,2017-01-22,D1,2017,germany,Bayer Leverkusen,Hertha Berlin,3,1,1.82,3.8,5.7,2.16,1.86,1.95,1.96
r5V5rw33/,/soccer/england/premier-league/arsenal-burnley-r5V5rw33/,TRUE,2017-01-22,E0,2017,england,Arsenal,Burnley,2,1,1.23,7.65,17.75,1.5,2.84,2.15,1.81
trUaUcuk/,/soccer/spain/laliga/osasuna-sevilla-trUaUcuk/,TRUE,2017-01-22,SP1,2017,spain,Osasuna,Sevilla,3,4,6.8,4.42,1.58,1.82,2.19,1.88,2.01
U7UC16b1/,/soccer/italy/serie-a/palermo-inter-U7UC16b1/,TRUE,2017-01-22,I1,2017,italy,Palermo,Internazionale,0,1,7.68,4.42,1.55,1.8,2.22,1.91,2.04
UP9lzFAq/,/soccer/england/premier-league/southampton-leicester-UP9lzFAq/,TRUE,2017-01-22,E0,2017,england,Southampton,Leicester City,3,0,1.86,3.68,5.36,2.4,1.74,2.17,1.75
vJy048Er/,/soccer/italy/serie-a/empoli-udinese-vJy048Er/,TRUE,2017-01-22,I1,2017,italy,Empoli,Udinese,1,0,2.9,3.18,2.96,2.55,1.64,2.05,1.85
xAkY8l6R/,/soccer/italy/serie-a/genoa-crotone-xAkY8l6R/,TRUE,2017-01-22,I1,2017,italy,Genoa,Crotone,2,2,1.97,4.35,8,1.95,2.03,2.03,1.86
xSU9scI9/,/soccer/england/premier-league/chelsea-hull-city-xSU9scI9/,TRUE,2017-01-22,E0,2017,england,Chelsea,Hull,2,0,1.19,8.5,20,1.54,2.68,2.4,1.66
xY7uZwOI/,/soccer/france/ligue-1/monaco-lorient-xY7uZwOI/,TRUE,2017-01-22,F1,2017,france,AS Monaco,Lorient,4,0,1.32,6.24,11.5,1.53,3.08,1.8,2.25
YyeGxMX8/,/soccer/spain/laliga/betis-gijon-YyeGxMX8/,TRUE,2017-01-22,SP1,2017,spain,Real Betis,Sporting Gijon,0,0,1.74,4.07,5.9,2.2,1.89,2.05,1.86
z5L2OT5E/,/soccer/italy/serie-a/atalanta-sampdoria-z5L2OT5E/,TRUE,2017-01-22,I1,2017,italy,Atalanta,Sampdoria,1,0,1.79,3.96,5.4,1.9,2.07,1.8,2.16
